# overall
total_targets	matched	unmatched	total_target_len	total_decoy_len	total_target_K	total_target_R	total_decoy_K	total_decoy_R
2353	2352	1	795788	791195	57114	33673	56123	34712

# per_target
target_name	decoy_name	target_len	decoy_len	len_diff	target_K	target_R	target_KR	decoy_K	decoy_R	decoy_KR	kr_diff	score
sp|P11045|DYR_BACSU	sp|P87263|YE066_YEAST	168	166	2	13	6	19	9	10	19	0	2
sp|P06628|SP0F_BACSU	sp|A0A023PYH5|YH193_YEAST	124	124	0	11	5	16	6	10	16	0	0
sp|P94534|GLCF_BACSU	sp|Q03774|TRM82_YEAST	444	444	0	31	23	54	42	12	54	0	0
sp|P12048|PUR9_BACSU	sp|P38840|ARO9_YEAST	512	513	1	40	15	55	33	22	55	0	1
sp|Q45595|YYDG_BACSU	sp|P14065|GCY1_YEAST	319	312	7	30	8	38	28	10	38	0	7
sp|O34857|ROK_BACSU	sp|Q12368|SNU23_YEAST	191	194	3	17	17	34	23	11	34	0	3
sp|O34860|RSBRB_BACSU	sp|P40056|GET2_YEAST	277	285	8	16	12	28	18	10	28	0	8
sp|O05396|YRHD_BACSU	sp|P39979|HPA3_YEAST	160	161	1	17	4	21	13	8	21	0	1
sp|O31404|ACOA_BACSU	sp|Q07913|NSE1_YEAST	333	336	3	23	9	32	16	15	31	1	13
sp|O06493|OPUE_BACSU	sp|P53867|ATG4_YEAST	492	494	2	22	16	38	20	20	40	2	22
sp|P42413|IOLB_BACSU	sp|P38886|RPN10_YEAST	271	268	3	14	11	25	9	14	23	2	23
sp|O34661|PANE_BACSU	sp|P53242|GID10_YEAST	298	292	6	16	13	29	15	14	29	0	6
sp|O32106|AMPA_BACSU	sp|P38109|ATG42_YEAST	500	508	8	31	12	43	24	19	43	0	8
sp|P71039|MTA_BACSU	sp|P25554|SGF29_YEAST	257	259	2	15	19	34	17	18	35	1	12
sp|O06980|YVCR_BACSU	sp|P14020|DPM1_YEAST	259	267	8	15	14	29	16	13	29	0	8
sp|P54574|FUR_BACSU	sp|P42949|TIM16_YEAST	149	149	0	12	10	22	14	8	22	0	0
sp|P38423|YQXK_BACSU	sp|Q03935|YAP6_YEAST	387	383	4	29	18	47	25	22	47	0	4
sp|O07517|YHAI_BACSU	sp|A0A023PZC3|YE133_YEAST	113	113	0	7	4	11	6	5	11	0	0
sp|O34570|THPR_BACSU	sp|Q6Q595|SCS22_YEAST	183	175	8	15	9	24	16	8	24	0	8
sp|O32125|YUTF_BACSU	sp|P25587|LDB16_YEAST	256	256	0	12	10	22	8	14	22	0	0
sp|O31713|FRUR_BACSU	sp|Q12345|IES3_YEAST	251	250	1	22	9	31	22	8	30	1	11
sp|P37512|YYAL_BACSU	sp|Q12209|FRE8_YEAST	689	686	3	47	27	74	33	41	74	0	3
sp|P32437|YVYE_BACSU	sp|P15992|HSP26_YEAST	217	214	3	19	9	28	20	8	28	0	3
sp|P71073|ADER_BACSU	sp|Q08957|AFT2_YEAST	422	416	6	37	22	59	43	16	59	0	6
sp|O34340|FABF_BACSU	sp|Q03305|RMT2_YEAST	413	412	1	23	15	38	23	16	39	1	11
sp|O31806|YNDB_BACSU	sp|P40519|YIG0_YEAST	144	144	0	11	3	14	6	8	14	0	0
sp|P70976|YBAJ_BACSU	sp|Q99394|TRS33_YEAST	255	268	13	22	6	28	17	12	29	1	23
sp|O31949|YONI_BACSU	sp|P06367|RS14A_YEAST	136	137	1	16	8	24	9	15	24	0	1
sp|O31484|YCZJ_BACSU	sp|P87108|TIM10_YEAST	95	93	2	5	4	9	8	1	9	0	2
sp|O07921|CHIS_BACSU	sp|Q04067|EIF3G_YEAST	277	274	3	26	17	43	23	20	43	0	3
sp|O31701|MOBA_BACSU	sp|P22141|PSB4_YEAST	199	198	1	12	14	26	14	11	25	1	11
sp|P51835|FTSY_BACSU	sp|P15019|TAL1_YEAST	329	335	6	33	13	46	36	10	46	0	6
sp|O34742|OPUCD_BACSU	sp|A0A023PXH9|YD149_YEAST	229	235	6	7	10	17	11	7	18	1	16
sp|P46349|GABP_BACSU	sp|P36032|MCH2_YEAST	469	473	4	19	12	31	15	18	33	2	24
sp|P54466|FLOA_BACSU	sp|P40531|GVP36_YEAST	331	326	5	17	20	37	25	12	37	0	5
sp|O31472|YCGE_BACSU	sp|P40515|FIS1_YEAST	154	155	1	12	12	24	13	11	24	0	1
sp|P37960|MRGA_BACSU	sp|Q03231|YM46_YEAST	153	154	1	9	2	11	9	2	11	0	1
sp|P21466|RS4_BACSU	sp|P46671|FAR3_YEAST	200	204	4	15	19	34	24	10	34	0	4
sp|P13714|LDH_BACSU	sp|P53337|ERV29_YEAST	320	310	10	24	6	30	20	9	29	1	20
sp|P37472|HGPRT_BACSU	sp|P38210|LDB7_YEAST	180	180	0	16	6	22	12	11	23	1	10
sp|P96652|LRPA_BACSU	sp|P40082|YEW5_YEAST	136	130	6	15	2	17	12	5	17	0	6
sp|O32186|YUST_BACSU	sp|P25299|RNA15_YEAST	295	296	1	13	13	26	15	10	25	1	11
sp|P42177|NARI_BACSU	sp|P35176|CYPD_YEAST	223	225	2	11	12	23	16	7	23	0	2
sp|P45745|DHBF_BACSU	sp|P48415|SEC16_YEAST	2378	2195	183	73	146	219	162	58	220	1	193
sp|O32177|FADA_BACSU	sp|Q03529|SCS7_YEAST	391	384	7	21	16	37	27	10	37	0	7
sp|O34384|YCEE_BACSU	sp|P53896|PGA1_YEAST	192	198	6	7	7	14	6	8	14	0	6
sp|P23973|MENF_BACSU	sp|P53338|MAL13_YEAST	471	473	2	29	22	51	26	25	51	0	2
sp|O34717|FADH_BACSU	sp|Q02516|HAP5_YEAST	254	242	12	16	9	25	9	16	25	0	12
sp|P30300|GLPP_BACSU	sp|A0A023PXL1|YH019_YEAST	192	197	5	20	4	24	10	14	24	0	5
sp|P71036|YWNA_BACSU	sp|P32859|YKD6_YEAST	133	130	3	11	6	17	8	9	17	0	3
sp|P05651|RECF_BACSU	sp|P40577|MND2_YEAST	370	368	2	26	21	47	14	33	47	0	2
sp|O34593|YJQA_BACSU	sp|Q96VH3|YC021_YEAST	125	125	0	12	4	16	8	8	16	0	0
sp|P05653|GYRA_BACSU	sp|Q04660|ERB1_YEAST	821	807	14	47	60	107	69	38	107	0	14
sp|P71005|ALBG_BACSU	sp|Q06346|KEI1_YEAST	233	221	12	8	10	18	13	5	18	0	12
sp|P96643|YDDF_BACSU	sp|Q05898|YL296_YEAST	108	108	0	11	8	19	11	8	19	0	0
sp|Q08429|KAPB_BACSU	sp|P00128|QCR7_YEAST	128	127	1	10	6	16	9	7	16	0	1
sp|O31502|DAGK_BACSU	sp|P26448|BUB2_YEAST	303	306	3	18	14	32	16	16	32	0	3
sp|O32001|YOKF_BACSU	sp|P36534|RM40_YEAST	296	297	1	41	11	52	35	17	52	0	1
sp|O34996|DPO1_BACSU	sp|Q06163|TERT_YEAST	880	884	4	76	35	111	75	36	111	0	4
sp|P94358|ALDY_BACSU	sp|P53969|SAM50_YEAST	485	484	1	31	18	49	32	17	49	0	1
sp|P54520|NUSB_BACSU	sp|P53888|YNR0_YEAST	131	131	0	9	7	16	13	3	16	0	0
sp|O34643|YVKB_BACSU	sp|P53062|BRR6_YEAST	189	197	8	15	9	24	9	15	24	0	8
sp|O34623|DPO3A_BACSU	sp|P32361|IRE1_YEAST	1115	1115	0	76	58	134	72	60	132	2	20
sp|P50829|PTSA_BACSU	sp|Q07540|FRDA_YEAST	168	174	6	16	3	19	10	9	19	0	6
sp|P54950|SCMK_BACSU	sp|P38193|PP4R2_YEAST	441	441	0	30	19	49	32	17	49	0	0
sp|O32264|TKRA_BACSU	sp|P32339|HMX1_YEAST	325	317	8	19	18	37	21	16	37	0	8
sp|P40740|BGLH_BACSU	sp|Q02574|MEC3_YEAST	469	474	5	30	19	49	23	26	49	0	5
sp|P39739|FLIS_BACSU	sp|A0A023PZE8|YD57W_YEAST	133	133	0	6	8	14	10	4	14	0	0
sp|P40830|PKSG_BACSU	sp|P47168|TTI2_YEAST	420	421	1	20	23	43	23	20	43	0	1
sp|P06534|SP0A_BACSU	sp|P16523|MER1_YEAST	267	270	3	20	12	32	21	11	32	0	3
sp|P36949|RBSB_BACSU	sp|P06242|KIN28_YEAST	305	306	1	30	6	36	20	16	36	0	1
sp|P54538|YQJA_BACSU	sp|P25334|CYPR_YEAST	322	318	4	20	15	35	26	9	35	0	4
sp|P37941|ODBB_BACSU	sp|P38063|KPR4_YEAST	327	326	1	19	16	35	21	14	35	0	1
sp|P37494|YYBJ_BACSU	sp|P0CX17|YL464_YEAST	218	216	2	24	5	29	14	15	29	0	2
sp|O32175|YUSI_BACSU	sp|P53905|LSM7_YEAST	118	115	3	16	3	19	14	5	19	0	3
sp|Q45064|PLSY_BACSU	sp|P25607|YCZ1_YEAST	193	182	11	12	5	17	9	8	17	0	11
sp|P12464|RPOE_BACSU	sp|P06104|UBC2_YEAST	173	172	1	14	3	17	9	8	17	0	1
sp|O07618|YHFS_BACSU	sp|Q12003|ENV7_YEAST	364	364	0	10	22	32	13	19	32	0	0
sp|Q45584|YBBK_BACSU	sp|O13529|ECM12_YEAST	151	151	0	11	4	15	9	6	15	0	0
sp|O34766|YOPS_BACSU	sp|Q8TGK6|YA067_YEAST	74	75	1	8	5	13	6	7	13	0	1
sp|O34916|DAPEL_BACSU	sp|P43599|YFI8_YEAST	374	363	11	19	10	29	7	22	29	0	11
sp|O07604|YHFF_BACSU	sp|Q9ZZW1|Q0182_YEAST	135	134	1	11	5	16	7	9	16	0	1
sp|O34768|YDJE_BACSU	sp|P39540|ELO1_YEAST	320	310	10	20	11	31	18	13	31	0	10
sp|P42199|TCYA_BACSU	sp|P31334|RM09_YEAST	268	269	1	35	6	41	26	16	42	1	11
sp|P40746|TGL_BACSU	sp|Q08992|HSP32_YEAST	245	237	8	17	11	28	19	8	27	1	18
sp|O34951|BCER_BACSU	sp|P07170|KAD2_YEAST	231	222	9	16	12	28	19	9	28	0	9
sp|O32254|YVBT_BACSU	sp|P39996|GTT3_YEAST	336	337	1	11	21	32	21	10	31	1	11
sp|P54391|YPIF_BACSU	sp|P47822|MED21_YEAST	148	140	8	9	10	19	14	5	19	0	8
sp|P71007|ALBE_BACSU	sp|P53053|COS12_YEAST	386	380	6	20	21	41	27	14	41	0	6
sp|P42064|APPD_BACSU	sp|Q06497|ANT1_YEAST	328	328	0	22	13	35	24	11	35	0	0
sp|P54499|YQGV_BACSU	sp|P25347|YCP2_YEAST	104	104	0	8	4	12	9	3	12	0	0
sp|P45867|ACDA_BACSU	sp|Q12222|YGK3_YEAST	379	375	4	28	16	44	28	16	44	0	4
sp|P42242|YCBJ_BACSU	sp|Q07651|FMP45_YEAST	306	309	3	13	14	27	13	14	27	0	3
sp|O32221|COPZ_BACSU	sp|Q8TGL3|YO86A_YEAST	69	69	0	6	0	6	3	3	6	0	0
sp|P39753|FLHP_BACSU	sp|P38301|GDT1_YEAST	269	280	11	9	13	22	14	8	22	0	11
sp|O32266|SWRAA_BACSU	sp|P31109|SNC1_YEAST	117	117	0	10	7	17	8	9	17	0	0
sp|P39737|YVYC_BACSU	sp|Q3E743|YJ112_YEAST	109	109	0	8	4	12	6	6	12	0	0
sp|O05501|YDHI_BACSU	sp|P38362|YB8J_YEAST	160	165	5	11	6	17	5	12	17	0	5
sp|O32294|RAPG_BACSU	sp|Q03102|YMN1_YEAST	365	365	0	29	13	42	36	6	42	0	0
sp|P39625|SPSE_BACSU	sp|P39108|PEX7_YEAST	373	375	2	23	14	37	19	18	37	0	2
sp|P96724|NFI_BACSU	sp|P46969|RPE_YEAST	238	238	0	15	10	25	19	6	25	0	0
sp|Q07868|PBP2B_BACSU	sp|Q08119|ESC8_YEAST	713	714	1	85	16	101	57	43	100	1	11
sp|P16655|DIVIB_BACSU	sp|Q03798|AIM36_YEAST	263	255	8	33	8	41	27	15	42	1	18
sp|O32045|YRVD_BACSU	sp|A0A023PYE4|YE067_YEAST	107	107	0	8	5	13	5	8	13	0	0
sp|P26899|ASPA_BACSU	sp|P39743|RV167_YEAST	475	482	7	30	18	48	33	15	48	0	7
sp|P70948|YITV_BACSU	sp|P39552|MST28_YEAST	255	234	21	15	11	26	12	14	26	0	21
sp|P50736|BDR_BACSU	sp|Q12289|CRC1_YEAST	324	327	3	22	14	36	26	10	36	0	3
sp|P40924|PGK_BACSU	sp|Q04062|RPN9_YEAST	394	393	1	38	11	49	35	14	49	0	1
sp|P38049|HMOB_BACSU	sp|Q04434|YD535_YEAST	166	166	0	9	7	16	7	9	16	0	0
sp|O31550|ACOC_BACSU	sp|P06244|KAPA_YEAST	398	397	1	35	13	48	28	20	48	0	1
sp|P10944|HUTH_BACSU	sp|Q04225|RRB1_YEAST	508	511	3	21	27	48	33	16	49	1	13
sp|O05253|NUPO_BACSU	sp|P09119|CDC6_YEAST	510	513	3	40	29	69	43	26	69	0	3
sp|P14949|THIO_BACSU	sp|P53069|YGY9_YEAST	104	104	0	10	0	10	8	2	10	0	0
sp|P94361|YXKH_BACSU	sp|Q06834|ASR1_YEAST	279	288	9	29	6	35	15	20	35	0	9
sp|O07009|GANS_BACSU	sp|Q03694|INP1_YEAST	421	420	1	47	4	51	33	18	51	0	1
sp|P94585|MSCL_BACSU	sp|P46964|OST2_YEAST	130	130	0	8	5	13	9	4	13	0	0
sp|O35011|RPOZ_BACSU	sp|P38636|ATX1_YEAST	67	73	6	7	4	11	10	1	11	0	6
sp|P37537|KTHY_BACSU	sp|P25378|RHEB_YEAST	212	209	3	14	11	25	14	11	25	0	3
sp|P11065|HPR_BACSU	sp|P27344|DPB3_YEAST	203	201	2	18	7	25	18	7	25	0	2
sp|Q796Q6|YISV_BACSU	sp|Q05911|PUR8_YEAST	484	482	2	26	32	58	27	31	58	0	2
sp|O07560|LEPV_BACSU	sp|Q12257|YD177_YEAST	168	170	2	19	7	26	17	9	26	0	2
sp|P09339|ACNA_BACSU	sp|P22224|SEC15_YEAST	909	910	1	61	32	93	63	30	93	0	1
sp|P37503|YYBA_BACSU	sp|P02406|RL28_YEAST	150	149	1	18	12	30	18	12	30	0	1
sp|P39209|TLPC_BACSU	sp|P21304|PWP1_YEAST	573	576	3	39	17	56	38	18	56	0	3
sp|P94541|RNH3_BACSU	sp|P54858|DOS2_YEAST	313	310	3	35	11	46	40	6	46	0	3
sp|O31764|YMFF_BACSU	sp|Q12110|YL049_YEAST	426	428	2	36	14	50	28	22	50	0	2
sp|P39580|DLTB_BACSU	sp|Q12471|6P22_YEAST	395	397	2	24	12	36	22	14	36	0	2
sp|O32135|YUNF_BACSU	sp|P36121|RPC5_YEAST	282	282	0	21	12	33	20	12	32	1	10
sp|Q03222|RHO_BACSU	sp|Q06709|REH1_YEAST	427	432	5	30	33	63	35	28	63	0	5
sp|P54563|YQJZ_BACSU	sp|Q12448|YD034_YEAST	114	114	0	5	8	13	4	9	13	0	0
sp|O06975|WHIA_BACSU	sp|Q12052|TGS1_YEAST	316	315	1	29	24	53	35	18	53	0	1
sp|O32182|MDTP_BACSU	sp|Q12412|PNS1_YEAST	541	539	2	28	10	38	16	21	37	1	12
sp|P24501|FLGC_BACSU	sp|P32613|TCA17_YEAST	150	152	2	10	6	16	12	4	16	0	2
sp|P94462|DEF1_BACSU	sp|Q07921|TEN1_YEAST	160	160	0	12	8	20	10	10	20	0	0
sp|P37582|GLNR_BACSU	sp|O13540|YL279_YEAST	135	129	6	10	12	22	2	20	22	0	6
sp|O31667|MTNX_BACSU	sp|P38829|YHS2_YEAST	235	231	4	15	8	23	13	10	23	0	4
sp|O32169|METN_BACSU	sp|P54005|DIA1_YEAST	341	336	5	28	16	44	24	20	44	0	5
sp|P07343|FUMC_BACSU	sp|Q12104|SWT1_YEAST	462	458	4	34	14	48	33	15	48	0	4
sp|P54517|AROQ_BACSU	sp|P53339|YG61_YEAST	148	147	1	2	8	10	8	2	10	0	1
sp|P42954|TAGH_BACSU	sp|P38890|SET5_YEAST	527	526	1	60	15	75	46	29	75	0	1
sp|Q9R9I1|HTRB_BACSU	sp|Q05979|KYNU_YEAST	458	453	5	31	10	41	24	17	41	0	5
sp|O32247|YVBJ_BACSU	sp|P47112|CDT1_YEAST	605	604	1	64	8	72	37	35	72	0	1
sp|P12045|PURK_BACSU	sp|P06245|KAPB_YEAST	380	380	0	30	11	41	22	19	41	0	0
sp|P96686|YDFI_BACSU	sp|Q12346|YPR71_YEAST	213	211	2	19	9	28	13	15	28	0	2
sp|P39118|GLGB_BACSU	sp|P53734|DBP6_YEAST	627	629	2	43	23	66	45	22	67	1	12
sp|P42920|RL3_BACSU	sp|P53872|PGA14_YEAST	209	204	5	24	12	36	35	1	36	0	5
sp|O32117|YUTJ_BACSU	sp|Q07993|XYL2_YEAST	355	356	1	18	19	37	26	11	37	0	1
sp|P12039|PUR2_BACSU	sp|P53324|SAY1_YEAST	422	424	2	30	12	42	27	15	42	0	2
sp|O05509|GMUR_BACSU	sp|P53215|THG1_YEAST	237	237	0	17	14	31	23	7	30	1	10
sp|Q45666|TNRA_BACSU	sp|Q04413|API2_YEAST	110	109	1	13	12	25	14	11	25	0	1
sp|P80240|GREA_BACSU	sp|P38824|COX23_YEAST	157	151	6	16	5	21	11	10	21	0	6
sp|O31632|METC_BACSU	sp|P43567|AGX1_YEAST	390	385	5	21	16	37	25	13	38	1	15
sp|P42299|YXIG_BACSU	sp|P53173|ERV14_YEAST	138	138	0	7	3	10	7	3	10	0	0
sp|P06574|RPSB_BACSU	sp|P39735|SAW1_YEAST	262	261	1	22	15	37	24	12	36	1	11
sp|O34835|FAPR_BACSU	sp|O13557|YL463_YEAST	188	183	5	12	16	28	12	16	28	0	5
sp|P38021|OAT_BACSU	sp|P41338|ERG10_YEAST	401	398	3	24	16	40	30	11	41	1	13
sp|P25052|TENA_BACSU	sp|Q05905|HRI1_YEAST	236	244	8	12	11	23	14	9	23	0	8
sp|O34912|HIS2_BACSU	sp|Q12488|PSF1_YEAST	209	208	1	15	11	26	14	11	25	1	11
sp|P94387|YCGK_BACSU	sp|P46962|CTK2_YEAST	324	323	1	20	22	42	22	20	42	0	1
sp|O31580|YFHL_BACSU	sp|Q12338|RNH2C_YEAST	110	110	0	4	8	12	7	5	12	0	0
sp|P13242|PYRG_BACSU	sp|Q00362|2ABA_YEAST	535	526	9	37	23	60	38	22	60	0	9
sp|O05217|YWRC_BACSU	sp|Q12156|AIM7_YEAST	158	149	9	10	8	18	12	6	18	0	9
sp|O07513|HIT_BACSU	sp|P87286|OPI7_YEAST	145	144	1	11	4	15	5	10	15	0	1
sp|O34469|YEEB_BACSU	sp|P50109|PSP2_YEAST	599	593	6	52	24	76	46	30	76	0	6
sp|P24073|FLIY_BACSU	sp|P22133|MDHC_YEAST	378	377	1	19	12	31	17	14	31	0	1
sp|Q45599|YYDC_BACSU	sp|P40060|IES5_YEAST	132	125	7	12	3	15	10	5	15	0	7
sp|P16618|HEM1_BACSU	sp|P53083|MDM34_YEAST	455	459	4	38	19	57	36	21	57	0	4
sp|P17868|YQXD_BACSU	sp|P47076|RPC9_YEAST	164	161	3	14	10	24	18	6	24	0	3
sp|P37541|YAAT_BACSU	sp|Q12107|APC9_YEAST	275	265	10	20	15	35	16	19	35	0	10
sp|Q7WY73|YIZA_BACSU	sp|P39515|TIM17_YEAST	159	158	1	8	7	15	5	10	15	0	1
sp|O34478|YCCF_BACSU	sp|Q03208|YML9_YEAST	358	357	1	36	9	45	28	17	45	0	1
sp|O34307|YVMA_BACSU	sp|P36107|AUR1_YEAST	403	401	2	13	8	21	13	8	21	0	2
sp|P96701|YDGC_BACSU	sp|Q06563|SYM1_YEAST	195	197	2	18	8	26	16	9	25	1	12
sp|O05521|REX_BACSU	sp|P21734|UBC1_YEAST	215	215	0	15	9	24	16	8	24	0	0
sp|P54160|YPBS_BACSU	sp|Q3E7B2|COA3_YEAST	85	85	0	7	7	14	10	3	13	1	10
sp|O34400|YFKA_BACSU	sp|P28777|AROC_YEAST	373	376	3	18	28	46	24	22	46	0	3
sp|O07552|NHAX_BACSU	sp|Q02159|UBC7_YEAST	166	165	1	9	7	16	11	5	16	0	1
sp|O31813|YNDJ_BACSU	sp|P22580|AMDY_YEAST	546	549	3	23	31	54	33	21	54	0	3
sp|P37485|YYBS_BACSU	sp|Q06703|CDA2_YEAST	309	312	3	16	9	25	15	10	25	0	3
sp|P21335|TADA_BACSU	sp|P53875|RM19_YEAST	161	158	3	13	9	22	18	4	22	0	3
sp|P96608|YDBM_BACSU	sp|P38787|PANE_YEAST	381	379	2	18	22	40	24	17	41	1	12
sp|O31628|YJCF_BACSU	sp|P36141|FMP46_YEAST	140	133	7	14	6	20	12	8	20	0	7
sp|Q01620|KHPB_BACSU	sp|P17536|TPM1_YEAST	208	199	9	23	10	33	27	6	33	0	9
sp|O32178|FADN_BACSU	sp|Q08921|TCO89_YEAST	789	799	10	74	29	103	58	45	103	0	10
sp|P54173|YPJQ_BACSU	sp|P40042|RRT13_YEAST	177	185	8	14	4	18	7	11	18	0	8
sp|P05645|LEU3_BACSU	sp|P04173|LEU3_YEAST	365	364	1	22	17	39	28	11	39	0	1
sp|O32265|YVZA_BACSU	sp|Q02608|RT16_YEAST	119	121	2	20	4	24	12	12	24	0	2
sp|O34452|YRRB_BACSU	sp|P05375|PLMT_YEAST	206	206	0	15	5	20	13	7	20	0	0
sp|O07610|LCFB_BACSU	sp|Q03750|TAF8_YEAST	513	510	3	33	18	51	34	18	52	1	13
sp|P42305|DBPA_BACSU	sp|Q06001|FAR10_YEAST	479	478	1	49	23	72	48	24	72	0	1
sp|P96582|LRPC_BACSU	sp|P53263|YG2U_YEAST	144	149	5	13	8	21	9	12	21	0	5
sp|O34803|YEAA_BACSU	sp|P14693|SAM35_YEAST	329	329	0	30	4	34	22	12	34	0	0
sp|P35163|RESD_BACSU	sp|P50087|MIC26_YEAST	240	233	7	19	17	36	19	17	36	0	7
sp|O32176|FADE_BACSU	sp|P36150|SUMT_YEAST	594	593	1	49	21	70	42	29	71	1	11
sp|O32028|MTNN_BACSU	sp|Q00245|RHO3_YEAST	231	231	0	12	9	21	13	8	21	0	0
sp|C0H3Q6|YBDZ_BACSU	sp|P62651|ERI1_YEAST	69	68	1	2	2	4	1	3	4	0	1
sp|P70972|ECFT_BACSU	sp|Q07505|DLHH_YEAST	265	273	8	16	12	28	13	16	29	1	18
sp|O31506|YEEF_BACSU	sp|P34237|CASP_YEAST	669	679	10	81	23	104	72	31	103	1	20
sp|O05240|YUGK_BACSU	sp|Q00055|GPD1_YEAST	390	391	1	22	12	34	22	13	35	1	11
sp|C0SP95|CUTJ_BACSU	sp|P23642|VAN1_YEAST	541	535	6	38	20	58	31	27	58	0	6
sp|P28822|DHPS_BACSU	sp|Q12208|USB1_YEAST	285	290	5	20	11	31	18	13	31	0	5
sp|C0H3X4|YEZG_BACSU	sp|P20486|CKS1_YEAST	151	150	1	6	7	13	4	9	13	0	1
sp|P54983|AMHX_BACSU	sp|P40556|YIA6_YEAST	383	373	10	22	12	34	16	18	34	0	10
sp|P17869|RPSH_BACSU	sp|Q06102|YTH1_YEAST	218	208	10	20	14	34	19	15	34	0	10
sp|P38493|KCY_BACSU	sp|Q06616|CSA1_YEAST	224	221	3	21	15	36	19	17	36	0	3
sp|P39126|IDH_BACSU	sp|P41800|MMM1_YEAST	423	426	3	32	14	46	29	17	46	0	3
sp|P39793|PBPA_BACSU	sp|P36165|TGL4_YEAST	914	910	4	92	22	114	62	51	113	1	14
sp|P42436|NASE_BACSU	sp|P43566|YFD2_YEAST	106	106	0	9	2	11	4	7	11	0	0
sp|P52999|PAND_BACSU	sp|A0A023PZK4|YI30A_YEAST	127	127	0	7	6	13	11	2	13	0	0
sp|Q07876|RSMH_BACSU	sp|Q12094|TSR3_YEAST	311	313	2	24	21	45	24	21	45	0	2
sp|O32103|YUIH_BACSU	sp|P40892|YJV8_YEAST	198	196	2	9	10	19	12	7	19	0	2
sp|O31929|YOPI_BACSU	sp|P07249|ARGR1_YEAST	177	177	0	19	3	22	12	11	23	1	10
sp|P55339|ECSA_BACSU	sp|Q04432|HSP31_YEAST	247	237	10	17	11	28	23	4	27	1	20
sp|O31620|THID_BACSU	sp|P08456|PSS_YEAST	271	276	5	13	10	23	9	14	23	0	5
sp|O34633|YJLC_BACSU	sp|Q12305|RDL1_YEAST	140	139	1	10	4	14	10	4	14	0	1
sp|P94528|ARAN_BACSU	sp|P40160|RIO2_YEAST	433	425	8	46	11	57	31	26	57	0	8
sp|Q45063|PDHI_BACSU	sp|Q3E744|YG161_YEAST	95	92	3	3	2	5	3	2	5	0	3
sp|P96611|YDBP_BACSU	sp|Q08741|YO282_YEAST	106	106	0	9	1	10	3	7	10	0	0
sp|P33166|EFTU_BACSU	sp|P32377|MVD1_YEAST	396	396	0	22	20	42	25	16	41	1	10
sp|P42982|BSHA_BACSU	sp|P38139|LDH1_YEAST	377	375	2	30	15	45	30	14	44	1	12
sp|P54482|ISPG_BACSU	sp|P14843|AROF_YEAST	377	370	7	35	18	53	33	20	53	0	7
sp|P42100|GLXK_BACSU	sp|Q04410|GRH1_YEAST	382	372	10	15	17	32	17	15	32	0	10
sp|P96662|YDEE_BACSU	sp|P47133|EMC2_YEAST	290	292	2	22	16	38	29	9	38	0	2
sp|P06567|DNAI_BACSU	sp|P38077|ATPG_YEAST	311	311	0	27	15	42	28	14	42	0	0
sp|P39803|YITT_BACSU	sp|P32447|ASF1_YEAST	280	279	1	20	5	25	13	10	23	2	21
sp|O34448|YOPQ_BACSU	sp|P38907|CENPN_YEAST	460	458	2	47	14	61	40	21	61	0	2
sp|O05515|TSAE_BACSU	sp|Q07688|YPD1_YEAST	158	167	9	9	8	17	11	6	17	0	9
sp|P54555|SDHD_BACSU	sp|P29704|ERG9_YEAST	448	444	4	28	19	47	29	18	47	0	4
sp|P40802|PKSI_BACSU	sp|P41735|COQ7_YEAST	249	233	16	15	11	26	13	13	26	0	16
sp|P42063|APPC_BACSU	sp|Q12455|SPSY_YEAST	303	300	3	18	11	29	19	9	28	1	13
sp|P42409|RSBRA_BACSU	sp|Q12277|RRP42_YEAST	274	265	9	15	10	25	16	7	23	2	29
sp|P42923|RL10_BACSU	sp|P53218|POP6_YEAST	166	158	8	15	7	22	16	6	22	0	8
sp|P25812|MNMG_BACSU	sp|P53541|SPO1_YEAST	628	631	3	40	39	79	61	18	79	0	3
sp|P0CI76|RTP_BACSU	sp|P38305|AIM4_YEAST	122	123	1	20	6	26	13	13	26	0	1
sp|O32093|YUEH_BACSU	sp|Q96VH2|YC01B_YEAST	82	84	2	6	6	12	9	3	12	0	2
sp|P68575|SCP1_BACSU	sp|P34215|YBZ4_YEAST	104	104	0	9	4	13	6	7	13	0	0
sp|P37477|SYK_BACSU	sp|P32861|UGPA1_YEAST	499	499	0	28	33	61	35	26	61	0	0
sp|P37529|DCK_BACSU	sp|P53184|PNC1_YEAST	217	216	1	16	10	26	18	7	25	1	11
sp|P35538|FLHB_BACSU	sp|Q03702|CCE1_YEAST	360	353	7	38	16	54	39	15	54	0	7
sp|P54454|YQEI_BACSU	sp|Q3E791|YA063_YEAST	96	96	0	11	4	15	8	7	15	0	0
sp|O07533|YHAR_BACSU	sp|P36523|RM15_YEAST	255	253	2	19	12	31	22	10	32	1	12
sp|P39814|TOP1_BACSU	sp|Q06665|RAD34_YEAST	691	692	1	79	42	121	80	41	121	0	1
sp|P54498|YQGU_BACSU	sp|P32357|AAR2_YEAST	353	355	2	30	5	35	24	11	35	0	2
sp|P45861|YWJA_BACSU	sp|P40077|DSE1_YEAST	575	573	2	28	26	54	46	9	55	1	12
sp|O34334|YJOA_BACSU	sp|P40898|YJV1_YEAST	154	147	7	10	6	16	5	11	16	0	7
